,date,usphpip,casusxam,fnmfhfa,pcu,yp,gdp,c,ch,gdph,jc,jgdp,jgf,jgs,ptgh,ptgsh,ptgfh,yptmr,yptmd,gtfp,ypog,yptx,ytpi,yctlg,g,gfrcf,grcsi,dc,gf,gs,gfh,gsh,gfrpt,gfrpri,gfrcp,gfrs,gftfp,gfeg,gsrpt,gsrpri,gsrcp,gsrs,gstfp,gset,gdppothq,gdppotq,recessq,gftfp_g,gfrpt_g,gfrpri_g,gfrcp_g,gfrs_g,gfcexp_g,gfsubs_g,gfintpmt_g,yptmr_g,yptmd_g,gfrptb_g,gf_gdp,gf_gdpalt,gdp_g,gdph_g,gdppothq_g,gdppotq_g,dc_g,jgdp_g,c_g,ch_g,gh_g,gfh_g,gsh_g,g_g,gf_g,gs_g,gfb_g,gfhb_g,fshare,gfrcf_g,gsrpt_g,gsrpri_g,gsrs_g,gstfp_g,gsrcp_g,gfeg_g,jgs_g,jgf_g,jc_g,gfrptb,gfb,gssave,yfptmd,gfegnet,yptxb,deficit,deficitb,hpx
105,3/31/1996,2.96,82.02,NA,155.0666667,6521,7868.5,5130.6,7057.6,10817.9,72.7,72.7,66.955,57.83,0.51,-0.08,0.59,189.6,151.3,893.2,34,801.7,570.4,194.3,1471.3,19.9,545.9,72.696,666.3218394,804.9781606,865.9,1541.6,636.4,72.6,162.4,532.9,675,177.1,165.3,497.8,31.9,13,218.2,1145.1,10915.4,7935.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598665966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636.4,579.8,891.5,90.57816061,86.52183939,NA,62.97816061,149.5,82.02
106,6/30/1996,3.17,82.61666667,NA,156.4,6649.8,8032.8,5220.5,7133.6,10998.3,73.187,72.997,66.596,57.909,0.96,0.66,0.3,192.9,165.8,912.9,34.6,839.6,577.7,205.5,1487.7,20,554.4,73.182,668.3411829,819.2588171,874.1,1563.8,673.6,71.2,171.9,541.7,680.7,185.5,165.9,506.5,33.5,12.7,232.2,1171.4,10994,8025.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598665966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673.6,582.1,905.5,99.25881711,86.24118289,NA,109.3588171,195.6,82.61666667
107,9/30/1996,2.87,83.11333333,NA,157.3,6725.9,8131.4,5274.5,7176.8,11097,73.499,73.352,66.983,58.275,0.01,0.38,-0.38,196.5,158.8,908.5,35.2,843.5,581.8,205.9,1496.7,20.1,561.8,73.494,665.6318446,831.1681554,862.5,1577.1,674.2,71.7,172.6,549.5,683.7,182.9,169.3,510.1,33.3,12.3,224.8,1176,11077,8125.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598665966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674.2,577.8,919,95.06815535,87.83184465,NA,118.6681554,206.5,83.11333333
108,12/31/1996,2.79,83.57666667,NA,158.6666667,6817.5,8259.8,5352.8,7233.9,11212.2,73.999,73.662,67.212,58.693,0.52,0.65,-0.13,200.4,156.9,910.7,35.8,863.5,593.2,208.6,1515.7,20.3,569.4,73.995,663.26931,852.43069,858.3,1599.6,689.4,75.9,175.3,557.5,688.9,180.3,174.1,517.3,33.4,11.9,221.7,1192,11165.2,8224.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598665966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689.4,576.9,938.8,93.93069002,86.36930998,NA,145.93069,232.3,83.57666667
109,3/31/1997,2.56,84.22333333,NA,159.6333333,6939.4,8362.7,5433.1,7310.2,11284.6,74.326,73.992,67.442,59.082,-0.38,0.01,-0.39,204.4,161.4,930.5,37.2,902.1,595.7,210,1516,20,577.3,74.323,660.0213205,855.9786795,846.2,1600.1,724.3,72,176.9,566,704.5,184.6,177.8,523.8,33.1,11.3,226,1202.5,11260.7,8332,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590326391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724.3,570.7,945.3,95.27867952,89.32132048,NA,174.6786795,264,84.22333333
110,6/30/1997,2.76,84.88333333,NA,160,7022.3,8518.8,5471.3,7343.1,11472.1,74.512,74.361,67.885,59.273,0.96,0.34,0.62,207.1,159.4,931.3,38,916.2,610.4,214,1542.5,20.5,584.9,74.509,677.3019733,865.2980267,865,1611.9,739.3,79.7,180.5,574,707.5,184.2,176.9,530.7,33.6,10.9,223.7,1209,11363.1,8449.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590326391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739.3,587.2,955.4,94.09802673,90.10197327,NA,188.6980267,278.8,84.88333333
111,9/30/1997,2.8,85.61333333,NA,160.8,7135.3,8662.8,5579.2,7468.2,11615.6,74.709,74.581,68.042,59.531,0.34,0.46,-0.11,208.3,163.7,937.2,38.6,941.1,616.6,226,1555.2,20.9,593.6,74.706,676.8635698,878.3364302,861.3,1628.1,757,79.9,190.5,582.9,709.2,187.5,184.1,536.6,35.5,10.6,228,1225.5,11470.5,8554.8,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590326391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,586,969.2,96.63643021,90.86356979,NA,224.2364302,315.1,85.61333333
112,12/31/1997,3.31,86.65333333,NA,161.6666667,7273,8765.9,5663.6,7557.4,11715.4,74.943,74.848,68.519,59.997,0.37,0.41,-0.04,207.9,168,942.7,39,967.8,623.8,215.9,1574.8,21.3,605.3,74.941,686.3251663,888.4748337,859.9,1642.8,778.6,79.7,181.5,594.8,710.2,196.3,189.2,544,34.4,10.5,232.4,1243.5,11582.6,8669.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590326391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778.6,589.2,985.6,99.1748337,97.1251663,NA,238.0748337,335.2,86.65333333
113,3/31/1998,3.94,88.05333333,NA,162,7434.6,8866.5,5721.3,7633.9,11832.5,74.949,74.924,68.232,60.077,-0.25,0.41,-0.66,206.4,167.2,951.8,39.1,996.1,629.1,213.5,1568,26.4,613.3,74.947,671.9092064,896.1907936,838.5,1657.8,800.6,79.5,178.8,602.8,719.7,197.3,195.6,549.6,34.7,10.5,232.1,1250.5,11698.7,8765.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583676995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800.6,572.2,995.9,97.59079361,99.70920639,NA,270.0907936,369.8,88.05333333
114,6/30/1998,4.55,89.39,NA,162.5333333,7561.1,8969.7,5832.6,7768.3,11942,75.084,75.119,68.671,60.344,1.25,0.74,0.51,205.3,170,956,39.3,1022.4,635.5,209.9,1603.7,26.6,622.8,75.081,684.8749108,918.8250892,854.9,1684.9,820.9,80.1,175.4,612.3,720.7,197,201.4,555.4,34.5,10.5,235.3,1272.2,11818.5,8877.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583676995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820.9,587.1,1016.6,99.22508919,97.77491081,NA,283.1250892,380.9,89.39
115,9/30/1998,5.12,90.81333333,NA,163.3666667,7668.1,9121.1,5926.8,7869.6,12091.6,75.317,75.41,69.119,60.796,0.56,0.65,-0.09,205,168.1,957.4,40,1043.2,643,215.8,1627.3,26.8,632.6,75.313,692.2838971,934.9161029,851.6,1708.6,841.6,81.5,180.1,622.2,723.5,201.8,201.6,561.6,35.7,10.3,233.9,1290.9,11941.5,9005.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583676995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841.6,588.6,1038.6,98.1161029,103.6838971,NA,309.6161029,413.3,90.81333333
116,12/31/1998,5.69,92.23,NA,164.1333333,7762.9,9294,6028.2,7983.3,12287,75.515,75.613,69.341,61.305,0.45,0.27,0.18,205.5,175.4,966.4,41.1,1068,650.3,211.3,1647.5,26.6,642.4,75.51,698.823055,948.576945,857,1718.3,861.7,81.7,176.4,632.2,724.7,207,206.3,568.6,34.8,10.1,241.7,1312.2,12067.1,9124.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583676995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,861.7,594.2,1053.2,102.376945,104.623055,NA,328.476945,433.1,92.23
117,3/31/1999,5.95,93.73,NA,164.7333333,7850.9,9417.3,6102.5,8060.8,12403.3,75.713,75.859,69.546,61.827,0.5,0.51,-0.01,206.6,181.1,983.4,42.3,1077.9,657.5,222.3,1669.4,24,653.3,75.707,704.4307536,964.9692464,856.3,1737.3,869.8,81.3,186,643.5,735.5,214.7,208.2,576.2,36.3,9.9,247.8,1338.9,12193.7,9250,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584037804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869.8,595.5,1073.9,105.7692464,108.9307536,NA,340.6692464,449.6,93.73
118,6/30/1999,6.05,95.39666667,NA,165.9666667,7920.4,9524.2,6225.3,8178.3,12498.7,76.127,76.19,70.128,62.66,0.28,0.3,-0.02,207.9,179.1,985,43.5,1095.2,667.1,219.9,1695.2,24.6,659,76.12,706.9988292,988.2011708,855.4,1748.4,885.8,81.6,184.4,649.3,738.6,211.8,209.4,585.4,35.5,9.7,246.4,1357.4,12324,9389.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584037804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885.8,599.8,1095.4,104.6011708,107.1988292,NA,355.5011708,462.7,95.39666667
119,9/30/1999,6.3,97.25333333,NA,167.2,8028.8,9681.9,6328.9,8270.6,12662.4,76.53,76.472,70.765,63.409,0.88,0.47,0.41,209.4,186.7,996.1,44.7,1120.6,679,223.3,1734.5,25.3,666.4,76.523,728.9601419,1005.539858,869,1766,904.2,83.8,187.7,656.7,741.1,223.1,216.4,595.2,35.6,9.7,255,1388,12455.8,9525.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584037804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904.2,614.9,1119.6,109.0398581,114.0601419,NA,362.3398581,476.4,97.25333333
120,12/31/1999,6.18,99.20666667,NA,168.4333333,8207.3,9899.4,6459.6,8391.8,12877.6,76.982,76.863,71.636,64.136,1.15,0.61,0.54,211,191.3,1004.3,45.8,1154,690.7,228,1782.3,27.7,679.6,76.975,750.473568,1031.826432,886.8,1788.9,930,87,192.1,669.8,744.2,227,224,603.7,35.9,9.8,260.2,1416.9,12588.1,9675.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584037804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930,635.2,1147.1,111.726432,115.273568,NA,384.226432,499.5,99.20666667
121,3/31/2000,6.46,101.3433333,NA,170.1,8457.2,10002.9,6613.6,8520.7,12924.2,77.625,77.389,72.334,64.965,-0.51,0.33,-0.84,213,190.2,1016.9,46.9,1208.8,698.6,239.4,1790.7,24.7,699.5,77.618,733.9899448,1056.810055,857.6,1801.7,976.6,86.1,202.2,689.4,756.8,224.5,232.2,612.4,37.2,10,260.1,1435.5,12720.2,9844.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583123319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,976.6,620.4,1170.4,110.9100552,113.5899448,NA,463.5100552,577.1,101.3433333
122,6/30/2000,6.68,103.6766667,NA,171.4333333,8591.8,10247.7,6707.5,8603,13160.8,77.973,77.841,72.614,65.649,0.72,-0.06,0.78,216.1,198.3,1042.3,48.1,1230.2,707.3,237.6,1823.1,25,701.9,77.967,753.7666459,1069.333354,884.1,1799.2,986.8,88.4,201.1,691.5,772.9,227.4,243.3,618.9,36.5,10.4,269.4,1452.8,12852.7,10004.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583123319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,986.8,642,1181.1,115.6333541,111.7666459,NA,441.1333541,552.9,103.6766667
123,9/30/2000,6.75,105.79,NA,173,8741,10319.8,6815.4,8687.5,13178.4,78.455,78.315,73.134,66.346,-0.31,0.18,-0.49,220.7,204.8,1054.7,49.3,1247.7,711.3,219,1832.3,25.6,715.2,78.45,754.1763443,1078.223656,867,1806.2,1011.1,87.5,185.6,704.2,777.5,239.5,236.6,623.7,33.5,11,277.2,1477.8,12983.4,10167.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583123319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011.1,634.1,1198.3,119.4236557,120.0763443,NA,456.7236557,576.8,105.79
124,12/31/2000,6.97,108.27,NA,174.2333333,8820.4,10439,6912.1,8762.2,13260.5,78.888,78.729,73.463,67.17,0.43,0.38,0.06,226.7,204.8,1065.6,50.6,1258.7,717.1,221.3,1861.2,26.1,721,78.885,760.0763443,1101.223656,868.9,1820.6,1023.9,87,187.6,709.2,786.5,241.1,234.8,630.1,33.7,11.8,279.1,1506.8,13111,10322.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583123319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1023.9,638.4,1222.9,119.4236557,121.6763443,NA,461.1236557,582.8,108.27
125,3/31/2001,7.05,110.4866667,NA,175.9,8984,10472.9,6986.9,8797.3,13222.7,79.423,79.232,73.589,67.958,1.1,0.58,0.52,233.8,215,1107.8,51.5,1301.9,724.2,185.1,1905.4,29.8,736.1,79.421,780.2738663,1125.126134,887.5,1842.9,1051,87.1,154.9,723.4,817.3,254,250.9,637.1,30.1,12.7,290.4,1559.9,13232.8,10484.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589888994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051,653.1,1252.3,126.8261337,127.1738663,NA,418.8261337,546,110.4866667
126,6/30/2001,6.98,112.2033333,NA,177.1333333,9013.6,10597.8,7036.3,8818.1,13300,79.795,79.76,73.975,68.222,1.27,0.9,0.36,240.4,230.1,1139.1,52.5,1308.9,724.1,179,1947,28,736.9,79.794,792.5665425,1154.433458,900.4,1877.7,1049,86.3,148.7,723.4,831,262.2,259.9,637.8,30.4,13.5,308,1617,13348.5,10646.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589888994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049,666.1,1280.9,135.7334575,126.4665425,NA,383.8334575,510.3,112.2033333
127,9/30/2001,6.95,114.1566667,NA,177.6333333,9000.8,10596.3,7064.7,8848.3,13244.8,79.842,80.01,74.448,68.403,-0.08,-0.23,0.15,245.8,217.4,1145.2,53.4,1113.6,725.3,159.3,1952.7,26.4,736.1,79.842,804.5581327,1148.141867,905.8,1869,881.7,83.6,130.9,722,849.4,258.5,231.9,641.7,28.3,14.1,295.8,1596.6,13459.8,10769.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589888994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881.7,674.3,1278.4,128.2418673,130.2581327,NA,164.2418673,294.5,114.1566667
128,12/31/2001,6.75,115.8733333,NA,177.5,9024,10660.3,7174.7,8980.6,13280.9,79.892,80.284,74.93,68.542,1.21,0.91,0.3,250.3,246.5,1191.2,54.3,1231.8,737.1,142.4,1992,24.2,738.7,79.891,811.792363,1180.207637,916.6,1904.3,1002.4,84.1,115.8,724.2,865.2,270.4,229.3,653,26.6,14.5,326,1655.5,13566.7,10891.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589888994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002.4,686.8,1305.2,145.407637,124.992363,NA,249.507637,374.5,115.8733333
129,3/31/2002,6.51,117.8966667,NA,178.0666667,9057.8,10789,7209.9,9008.1,13397,80.041,80.503,75.414,68.954,1.29,0.44,0.84,254.1,244.9,1221,55.2,1075.1,744,143.8,2038.9,25.3,746.9,80.038,847.8180934,1191.081907,946.9,1921.6,847.8,84.7,115.5,732,895,277.3,227.4,659.3,28.3,14.9,326,1676.3,13668.3,11003.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58547124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,847.8,713.9,1325,143.3819066,133.9180934,NA,37.18190656,171.1,117.8966667
130,6/30/2002,6.79,120.7233333,NA,179.4666667,9148.8,10893.2,7302.1,9054.3,13478.2,80.651,80.832,76.127,69.579,0.58,0.06,0.51,257.9,243.8,1247.1,56,1051,751.3,150,2073.5,25.3,755.3,80.648,877.6621118,1195.837888,965.3,1924.2,836.6,87.3,119.9,739.9,921,285.7,214.3,664,30.2,15.4,326,1693.6,13765.5,11126.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58547124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836.6,734.7,1338.8,142.7378882,142.9621118,NA,-14.9621118,128,120.7233333
131,9/30/2002,7.23,123.8333333,NA,180.4333333,9174.4,10992.1,7390.9,9119.9,13538.1,81.045,81.177,76.78,70.071,0.4,0.14,0.26,261.6,251.1,1259.9,56.8,1044.1,768.5,158,2100.4,24.3,758.1,81.041,895.4881718,1204.911828,974.8,1929.8,825.3,88,126.5,742,925.2,294.3,218.8,680.5,31.5,16.1,334.7,1723.7,13860,11251.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58547124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,825.3,748.2,1352.2,147.0118282,147.2881718,NA,-38.88817175,108.4,123.8333333
132,12/31/2002,7.66,126.6733333,NA,181.5,9254.8,11071.5,7467.7,9172.4,13559,81.42,81.643,78.203,70.655,0.59,0.12,0.47,265.2,260.3,1276.2,57.6,1038.4,776.3,175.5,2142,23.1,760.8,81.416,920.1018363,1221.898164,991.3,1934.7,819.6,87.3,142,743.8,930.8,297.4,218.9,689,33.5,17,345.4,1756.2,13952.6,11391.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58547124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819.6,775.1,1366.9,152.3981637,145.0018363,NA,-58.20183635,86.8,126.6733333
133,3/31/2003,7.71,129.3233333,NA,183.3666667,9315.1,11183.5,7555.8,9215.5,13634.3,81.994,82.047,79.075,71.646,0.09,-0.22,0.32,268.9,260.7,1294.6,58.5,1021.3,788.6,196.1,2172.4,23.8,767.1,81.99,936.0458647,1236.254135,1002.2,1926.2,803.5,90.1,161.5,749.1,947.7,299.6,217.9,698.5,34.5,18,347,1782.4,14045.9,11524.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597829441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803.5,792.3,1380,155.8541353,143.7458647,NA,-79.54586467,64.2,129.3233333
134,6/30/2003,7.53,131.76,NA,183.0666667,9417.8,11312.9,7642.6,9319,13751.5,82.015,82.287,79.637,71.683,0.74,-0.24,0.98,273.4,260.1,1312.6,59.7,1020.8,800,192.6,2199.4,22.8,777.8,82.011,993.3045623,1206.195438,1036.7,1916.7,812.9,90,160.9,758.6,964.3,323.3,207.9,709.9,31.7,19.2,348.3,1784.5,14138,11633.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597829441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812.9,825.5,1374,155.4954377,167.8045623,NA,-135.2045623,32.6,131.76
135,9/30/2003,7.6,135.0133333,NA,184.4333333,9542.3,11567.3,7802.6,9455.7,13985.1,82.522,82.738,80.359,72.156,0.2,0.2,0,279,271.7,1335.5,61.1,950.6,813,213.9,2221.2,21.4,787.7,82.517,999.8697408,1221.330259,1036.4,1924.3,716.5,89.6,180.3,767.2,973.7,329.6,234.2,723.4,33.6,20.5,361.8,1813,14230,11773.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597829441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716.5,832.7,1388.5,162.4302592,167.1697408,NA,-219.9697408,-52.8,135.0133333
136,12/31/2003,7.84,138.8366667,NA,185.1333333,9675.1,11769.3,7891.5,9519.8,14145.6,82.901,83.196,80.961,72.713,0.48,-0.06,0.54,285.5,265.7,1341.2,62.7,1021.3,820.9,236.6,2251.8,20.1,800.1,82.895,1030.056717,1221.843283,1055.7,1921.6,781.6,91.1,200.4,778.2,984.3,334.3,239.7,729.8,36.2,22,357,1815.8,14322.6,11915.8,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597829441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781.6,854.6,1397.3,158.8432825,175.4567175,NA,-163.0567175,12.4,138.8366667
137,3/31/2004,8.29,143.3066667,NA,186.7,9777.9,11920.2,8027.7,9604.5,14221.1,83.589,83.824,81.65,73.644,0.34,0.03,0.31,293,283.4,1379.6,64.8,1012.2,847.3,247,2287.3,17.2,813.4,83.583,1031.335035,1255.964965,1067.2,1922.7,773.2,94.1,209.2,790,1003.6,328,239,753.2,37.8,23.4,376,1844.8,14416.9,12084.8,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59267807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773.2,871.3,1416,167.9649649,160.0350351,NA,-168.4350351,-8.4,143.3066667
138,6/30/2004,9.33,148.2133333,NA,188.1666667,9953.6,12109,8133,9664.3,14329.5,84.162,84.515,82.358,74.699,0.21,0.03,0.17,300.4,293,1400.6,66.4,1026.7,859.9,266.8,2321.4,17.2,828,84.155,1043.345326,1278.054674,1073.6,1924,792.4,94.8,226,803.5,1013.5,332.8,234.3,765.1,40.8,24.5,387.1,1869.3,14514.9,12267.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59267807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792.4,884.2,1437.2,173.6546744,159.1453256,NA,-140.1453256,19,148.2133333
139,9/30/2004,9.98,152.72,NA,189.3666667,10094.7,12303.3,8264.3,9771.1,14465,84.586,85.06,83.112,75.913,0.15,-0.18,0.33,308.6,288.3,1409.8,67.7,1064.3,871.3,288.3,2357.2,18.1,843.7,84.579,1059.730913,1297.469087,1085.5,1916.6,816.6,95.9,244.5,818.4,1024.1,328.4,247.7,775.4,43.9,25.2,385.7,1896.4,14613.4,12430.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59267807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816.6,902.2,1455,170.8690875,157.5309125,NA,-108.4309125,49.1,152.72
140,12/31/2004,10.12,157.5366667,NA,191.4,10314.1,12522.4,8425.6,9877.4,14609.9,85.309,85.714,83.92,77.22,-0.03,0.02,-0.05,315.4,294.5,1427.9,68.7,1091.5,893.8,293.6,2389.7,19.8,849.5,85.301,1074.756308,1314.843692,1083.6,1917,829.7,96.2,249.2,824,1036.9,340,261.8,797.6,44.3,25.5,391,1904.1,14711.7,12609.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59267807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829.7,909.3,1480.3,174.5436915,165.4563085,NA,-112.5563085,52.9,157.5366667
